"OBJECTID","LAYER_NAME","FEATURE_VALUE"
47264,ELECTIONDISTRICT,"014"
47265,ELECTIONDISTRICT,"015"
47266,ELECTIONDISTRICT,"016"
47267,ELECTIONDISTRICT,"017"
47268,ELECTIONDISTRICT,"018"
47269,ELECTIONDISTRICT,"019"
47270,ELECTIONDISTRICT,"020"
47271,ELECTIONDISTRICT,"021"
47272,ELECTIONDISTRICT,"023"
47273,ELECTIONDISTRICT,"025"
47274,ELECTIONDISTRICT,"026"
47275,ELECTIONDISTRICT,"028"
47276,ELECTIONDISTRICT,"030"
47277,ELECTIONDISTRICT,"031"
47278,ELECTIONDISTRICT,"032"
47279,ELECTIONDISTRICT,"035"
47280,ELECTIONDISTRICT,"037"
47281,ELECTIONDISTRICT,"039"
47282,ELECTIONDISTRICT,"040"
47283,ELECTIONDISTRICT,"041"
47284,ELECTIONDISTRICT,"042"
47285,ELECTIONDISTRICT,"044"
47286,ELECTIONDISTRICT,"045"
47287,ELECTIONDISTRICT,"047"
47288,ELECTIONDISTRICT,"048"
47289,ELECTIONDISTRICT,"050"
47290,ELECTIONDISTRICT,"051"
47291,ELECTIONDISTRICT,"052"
47292,ELECTIONDISTRICT,"053"
47293,ELECTIONDISTRICT,"054"
47294,ELECTIONDISTRICT,"056"
47295,ELECTIONDISTRICT,"057"
47296,ELECTIONDISTRICT,"058"
47297,ELECTIONDISTRICT,"059"
47298,ELECTIONDISTRICT,"060"
47299,ELECTIONDISTRICT,"061"
47300,ELECTIONDISTRICT,"062"
47301,ELECTIONDISTRICT,"063"
47302,ELECTIONDISTRICT,"064"
47303,ELECTIONDISTRICT,"065"
47304,ELECTIONDISTRICT,"068"
47305,ELECTIONDISTRICT,"069"
47306,ELECTIONDISTRICT,"070"
47307,ELECTIONDISTRICT,"071"
47308,ELECTIONDISTRICT,"074"
47309,ELECTIONDISTRICT,"075"
47310,ELECTIONDISTRICT,"076"
47311,ELECTIONDISTRICT,"077"
47312,ELECTIONDISTRICT,"078"
47313,ELECTIONDISTRICT,"079"
47314,ELECTIONDISTRICT,"080"
47315,ELECTIONDISTRICT,"081"
47316,ELECTIONDISTRICT,"082"
47317,ELECTIONDISTRICT,"083"
47318,ELECTIONDISTRICT,"084"
47319,ELECTIONDISTRICT,"085"
47320,ELECTIONDISTRICT,"086"
47321,ELECTIONDISTRICT,"087"
47322,ELECTIONDISTRICT,"088"
47323,ELECTIONDISTRICT,"089"
47324,ELECTIONDISTRICT,"090"
47325,ELECTIONDISTRICT,"091"
47326,ELECTIONDISTRICT,"092"
47327,ELECTIONDISTRICT,"093"
47328,ELECTIONDISTRICT,"094"
47329,ELECTIONDISTRICT,"096"
47330,ELECTIONDISTRICT,"097"
47331,ELECTIONDISTRICT,"100"
47332,ELECTIONDISTRICT,"105"
47333,ELECTIONDISTRICT,"106"
47334,ELECTIONDISTRICT,"108"
47335,ELECTIONDISTRICT,"110"
47336,ELECTIONDISTRICT,"111"
47337,ELECTIONDISTRICT,"113"
47338,ELECTIONDISTRICT,"061"
47339,ELECTIONDISTRICT,"022"
47340,ELECTIONDISTRICT,"027"
47341,ELECTIONDISTRICT,"033"
47342,ELECTIONDISTRICT,"068"
47343,ELECTIONDISTRICT,"067"
47344,ELECTIONDISTRICT,"047"
47345,ELECTIONDISTRICT,"029"
47346,ELECTIONDISTRICT,"030"
47347,ELECTIONDISTRICT,"061"
47348,ELECTIONDISTRICT,"062"
47349,ELECTIONDISTRICT,"037"
47350,ELECTIONDISTRICT,"065"
47351,ELECTIONDISTRICT,"047"
47352,ELECTIONDISTRICT,"055"
47353,ELECTIONDISTRICT,"066"
47354,ELECTIONDISTRICT,"103"
47355,ELECTIONDISTRICT,"112"
47356,ELECTIONDISTRICT,"065"
47357,ELECTIONDISTRICT,"104"
47358,ELECTIONDISTRICT,"056"
47359,ELECTIONDISTRICT,"058"
47360,ELECTIONDISTRICT,"060"
47361,ELECTIONDISTRICT,"036"
47362,ELECTIONDISTRICT,"020"
47363,ELECTIONDISTRICT,"040"
47364,ELECTIONDISTRICT,"044"
47365,ELECTIONDISTRICT,"046"
47366,ELECTIONDISTRICT,"071"
47367,ELECTIONDISTRICT,"072"
47368,ELECTIONDISTRICT,"078"
47369,ELECTIONDISTRICT,"070"
47370,ELECTIONDISTRICT,"028"
47371,ELECTIONDISTRICT,"067"
47372,ELECTIONDISTRICT,"076"
47373,ELECTIONDISTRICT,"062"
47374,ELECTIONDISTRICT,"064"
47375,ELECTIONDISTRICT,"052"
47376,ELECTIONDISTRICT,"045"
47377,ELECTIONDISTRICT,"046"
47378,ELECTIONDISTRICT,"024"
47379,ELECTIONDISTRICT,"008"
47380,ELECTIONDISTRICT,"070"
47381,ELECTIONDISTRICT,"068"
47382,ELECTIONDISTRICT,"003"
47383,ELECTIONDISTRICT,"064"
47384,ELECTIONDISTRICT,"065"
47385,ELECTIONDISTRICT,"012"
47386,ELECTIONDISTRICT,"070"
47387,ELECTIONDISTRICT,"071"
47388,ELECTIONDISTRICT,"020"
47389,ELECTIONDISTRICT,"026"
47390,ELECTIONDISTRICT,"091"
47391,ELECTIONDISTRICT,"095"
47392,ELECTIONDISTRICT,"099"
47393,ELECTIONDISTRICT,"038"
47394,ELECTIONDISTRICT,"050"
47395,ELECTIONDISTRICT,"071"
47396,ELECTIONDISTRICT,"051"
47397,ELECTIONDISTRICT,"069"
47398,ELECTIONDISTRICT,"079"
47399,ELECTIONDISTRICT,"077"
47400,ELECTIONDISTRICT,"015"
47401,ELECTIONDISTRICT,"024"
47402,ELECTIONDISTRICT,"022"
47403,ELECTIONDISTRICT,"073"
47404,ELECTIONDISTRICT,"077"
47405,ELECTIONDISTRICT,"001"
47406,ELECTIONDISTRICT,"005"
47407,ELECTIONDISTRICT,"065"
47408,ELECTIONDISTRICT,"036"
47409,ELECTIONDISTRICT,"043"
47410,ELECTIONDISTRICT,"033"
47411,ELECTIONDISTRICT,"046"
47412,ELECTIONDISTRICT,"034"
47413,ELECTIONDISTRICT,"049"
47414,ELECTIONDISTRICT,"005"
47415,ELECTIONDISTRICT,"005"
47416,ELECTIONDISTRICT,"077"
47417,ELECTIONDISTRICT,"020"
47418,ELECTIONDISTRICT,"026"
47419,ELECTIONDISTRICT,"031"
47420,ELECTIONDISTRICT,"118"
47421,ELECTIONDISTRICT,"091"
47422,ELECTIONDISTRICT,"029"
47423,ELECTIONDISTRICT,"030"
47424,ELECTIONDISTRICT,"089"
47425,ELECTIONDISTRICT,"069"
47426,ELECTIONDISTRICT,"070"
47427,ELECTIONDISTRICT,"002"
47428,ELECTIONDISTRICT,"006"
47429,ELECTIONDISTRICT,"060"
47430,ELECTIONDISTRICT,"069"
47431,ELECTIONDISTRICT,"002"
47432,ELECTIONDISTRICT,"065"
47433,ELECTIONDISTRICT,"005"
47434,ELECTIONDISTRICT,"006"
47435,ELECTIONDISTRICT,"034"
47436,ELECTIONDISTRICT,"035"
47437,ELECTIONDISTRICT,"003"
47438,ELECTIONDISTRICT,"032"
47439,ELECTIONDISTRICT,"002"
47440,ELECTIONDISTRICT,"005"
47441,ELECTIONDISTRICT,"067"
47442,ELECTIONDISTRICT,"068"
47443,ELECTIONDISTRICT,"018"
47444,ELECTIONDISTRICT,"043"
47445,ELECTIONDISTRICT,"045"
47446,ELECTIONDISTRICT,"020"
47447,ELECTIONDISTRICT,"016"
47448,ELECTIONDISTRICT,"025"
47449,ELECTIONDISTRICT,"026"
47450,ELECTIONDISTRICT,"027"
47451,ELECTIONDISTRICT,"028"
47452,ELECTIONDISTRICT,"029"
47453,ELECTIONDISTRICT,"030"
47454,ELECTIONDISTRICT,"031"
47455,ELECTIONDISTRICT,"032"
47456,ELECTIONDISTRICT,"033"
47457,ELECTIONDISTRICT,"034"
47458,ELECTIONDISTRICT,"035"
47459,ELECTIONDISTRICT,"036"
47460,ELECTIONDISTRICT,"037"
47461,ELECTIONDISTRICT,"038"
47462,ELECTIONDISTRICT,"039"
47463,ELECTIONDISTRICT,"040"
47464,ELECTIONDISTRICT,"042"
47465,ELECTIONDISTRICT,"043"
47466,ELECTIONDISTRICT,"044"
47741,ELECTIONDISTRICT,"042"
47742,ELECTIONDISTRICT,"043"
47743,ELECTIONDISTRICT,"010"
47744,ELECTIONDISTRICT,"055"
47745,ELECTIONDISTRICT,"057"
47746,ELECTIONDISTRICT,"005"
47747,ELECTIONDISTRICT,"016"
47748,ELECTIONDISTRICT,"017"
47749,ELECTIONDISTRICT,"041"
47750,ELECTIONDISTRICT,"045"
47751,ELECTIONDISTRICT,"046"
47752,ELECTIONDISTRICT,"056"
47753,ELECTIONDISTRICT,"057"
47754,ELECTIONDISTRICT,"062"
47755,ELECTIONDISTRICT,"018"
47756,ELECTIONDISTRICT,"029"
47757,ELECTIONDISTRICT,"019"
47758,ELECTIONDISTRICT,"024"
47759,ELECTIONDISTRICT,"026"
47760,ELECTIONDISTRICT,"009"
47761,ELECTIONDISTRICT,"010"
47762,ELECTIONDISTRICT,"014"
47763,ELECTIONDISTRICT,"005"
47764,ELECTIONDISTRICT,"016"
47765,ELECTIONDISTRICT,"062"
47766,ELECTIONDISTRICT,"017"
47767,ELECTIONDISTRICT,"018"
47768,ELECTIONDISTRICT,"019"
47769,ELECTIONDISTRICT,"016"
47770,ELECTIONDISTRICT,"020"
47771,ELECTIONDISTRICT,"046"
47772,ELECTIONDISTRICT,"041"
47773,ELECTIONDISTRICT,"070"
47774,ELECTIONDISTRICT,"071"
47775,ELECTIONDISTRICT,"052"
47776,ELECTIONDISTRICT,"008"
47777,ELECTIONDISTRICT,"006"
47778,ELECTIONDISTRICT,"039"
47779,ELECTIONDISTRICT,"040"
47780,ELECTIONDISTRICT,"013"
47781,ELECTIONDISTRICT,"037"
47782,ELECTIONDISTRICT,"016"
47783,ELECTIONDISTRICT,"019"
47784,ELECTIONDISTRICT,"082"
47785,ELECTIONDISTRICT,"081"
47925,ELECTIONDISTRICT,"011"
47926,ELECTIONDISTRICT,"022"
47927,ELECTIONDISTRICT,"030"
47928,ELECTIONDISTRICT,"090"
47929,ELECTIONDISTRICT,"073"
47930,ELECTIONDISTRICT,"007"
47931,ELECTIONDISTRICT,"017"
47932,ELECTIONDISTRICT,"070"
47933,ELECTIONDISTRICT,"072"
47934,ELECTIONDISTRICT,"056"
47935,ELECTIONDISTRICT,"043"
47936,ELECTIONDISTRICT,"016"
47937,ELECTIONDISTRICT,"024"
47938,ELECTIONDISTRICT,"023"
47939,ELECTIONDISTRICT,"025"
47940,ELECTIONDISTRICT,"055"
47941,ELECTIONDISTRICT,"069"
47942,ELECTIONDISTRICT,"002"
47943,ELECTIONDISTRICT,"033"
47944,ELECTIONDISTRICT,"054"
47945,ELECTIONDISTRICT,"021"
47946,ELECTIONDISTRICT,"022"
47947,ELECTIONDISTRICT,"017"
47948,ELECTIONDISTRICT,"018"
47949,ELECTIONDISTRICT,"011"
47950,ELECTIONDISTRICT,"012"
47951,ELECTIONDISTRICT,"019"
47952,ELECTIONDISTRICT,"045"
47953,ELECTIONDISTRICT,"047"
47954,ELECTIONDISTRICT,"047"
47955,ELECTIONDISTRICT,"004"
47956,ELECTIONDISTRICT,"045"
47957,ELECTIONDISTRICT,"028"
47958,ELECTIONDISTRICT,"041"
47959,ELECTIONDISTRICT,"058"
47960,ELECTIONDISTRICT,"060"
48039,ELECTIONDISTRICT,"066"
48040,ELECTIONDISTRICT,"057"
48041,ELECTIONDISTRICT,"061"
48042,ELECTIONDISTRICT,"049"
48043,ELECTIONDISTRICT,"054"
48044,ELECTIONDISTRICT,"028"
48045,ELECTIONDISTRICT,"029"
48046,ELECTIONDISTRICT,"019"
48047,ELECTIONDISTRICT,"025"
48048,ELECTIONDISTRICT,"011"
48049,ELECTIONDISTRICT,"019"
48050,ELECTIONDISTRICT,"080"
48051,ELECTIONDISTRICT,"046"
48052,ELECTIONDISTRICT,"026"
48053,ELECTIONDISTRICT,"032"
48054,ELECTIONDISTRICT,"033"
48055,ELECTIONDISTRICT,"061"
48056,ELECTIONDISTRICT,"066"
48057,ELECTIONDISTRICT,"012"
48058,ELECTIONDISTRICT,"066"
48059,ELECTIONDISTRICT,"028"
48060,ELECTIONDISTRICT,"022"
48061,ELECTIONDISTRICT,"019"
48062,ELECTIONDISTRICT,"023"
48063,ELECTIONDISTRICT,"034"
48064,ELECTIONDISTRICT,"036"
48065,ELECTIONDISTRICT,"045"
48066,ELECTIONDISTRICT,"046"
48067,ELECTIONDISTRICT,"051"
48068,ELECTIONDISTRICT,"052"
48069,ELECTIONDISTRICT,"053"
48070,ELECTIONDISTRICT,"006"
48071,ELECTIONDISTRICT,"007"
48072,ELECTIONDISTRICT,"015"
48073,ELECTIONDISTRICT,"016"
48074,ELECTIONDISTRICT,"017"
48075,ELECTIONDISTRICT,"001"
48076,ELECTIONDISTRICT,"049"
48077,ELECTIONDISTRICT,"052"
48078,ELECTIONDISTRICT,"070"
48079,ELECTIONDISTRICT,"051"
48080,ELECTIONDISTRICT,"052"
48081,ELECTIONDISTRICT,"036"
48082,ELECTIONDISTRICT,"052"
48083,ELECTIONDISTRICT,"033"
48084,ELECTIONDISTRICT,"040"
48085,ELECTIONDISTRICT,"041"
48086,ELECTIONDISTRICT,"051"
48087,ELECTIONDISTRICT,"050"
48088,ELECTIONDISTRICT,"048"
48089,ELECTIONDISTRICT,"049"
48090,ELECTIONDISTRICT,"040"
48091,ELECTIONDISTRICT,"047"
48092,ELECTIONDISTRICT,"083"
48093,ELECTIONDISTRICT,"043"
48094,ELECTIONDISTRICT,"056"
48095,ELECTIONDISTRICT,"082"
48096,ELECTIONDISTRICT,"014"
48097,ELECTIONDISTRICT,"015"
48098,ELECTIONDISTRICT,"009"
48099,ELECTIONDISTRICT,"044"
48100,ELECTIONDISTRICT,"079"
48101,ELECTIONDISTRICT,"080"
48102,ELECTIONDISTRICT,"029"
48103,ELECTIONDISTRICT,"024"
48104,ELECTIONDISTRICT,"019"
48105,ELECTIONDISTRICT,"017"
48106,ELECTIONDISTRICT,"015"
48107,ELECTIONDISTRICT,"058"
48108,ELECTIONDISTRICT,"059"
48109,ELECTIONDISTRICT,"044"
48110,ELECTIONDISTRICT,"055"
48111,ELECTIONDISTRICT,"061"
48112,ELECTIONDISTRICT,"021"
48113,ELECTIONDISTRICT,"043"
48114,ELECTIONDISTRICT,"089"
48115,ELECTIONDISTRICT,"081"
48116,ELECTIONDISTRICT,"082"
48117,ELECTIONDISTRICT,"050"
48118,ELECTIONDISTRICT,"073"
48119,ELECTIONDISTRICT,"048"
48120,ELECTIONDISTRICT,"059"
48121,ELECTIONDISTRICT,"077"
48122,ELECTIONDISTRICT,"071"
48123,ELECTIONDISTRICT,"074"
48124,ELECTIONDISTRICT,"075"
48125,ELECTIONDISTRICT,"090"
48126,ELECTIONDISTRICT,"055"
48127,ELECTIONDISTRICT,"069"
48128,ELECTIONDISTRICT,"079"
48129,ELECTIONDISTRICT,"064"
48130,ELECTIONDISTRICT,"084"
48131,ELECTIONDISTRICT,"047"
48132,ELECTIONDISTRICT,"085"
48133,ELECTIONDISTRICT,"080"
48134,ELECTIONDISTRICT,"092"
48135,ELECTIONDISTRICT,"050"
48136,ELECTIONDISTRICT,"051"
48137,ELECTIONDISTRICT,"053"
48138,ELECTIONDISTRICT,"049"
48139,ELECTIONDISTRICT,"023"
48140,ELECTIONDISTRICT,"026"
48141,ELECTIONDISTRICT,"022"
48142,ELECTIONDISTRICT,"052"
48143,ELECTIONDISTRICT,"046"
48144,ELECTIONDISTRICT,"047"
48145,ELECTIONDISTRICT,"017"
48146,ELECTIONDISTRICT,"038"
48147,ELECTIONDISTRICT,"035"
48148,ELECTIONDISTRICT,"037"
48149,ELECTIONDISTRICT,"048"
48150,ELECTIONDISTRICT,"036"
48151,ELECTIONDISTRICT,"040"
48152,ELECTIONDISTRICT,"045"
48153,ELECTIONDISTRICT,"016"
48154,ELECTIONDISTRICT,"015"
48155,ELECTIONDISTRICT,"043"
48156,ELECTIONDISTRICT,"041"
48157,ELECTIONDISTRICT,"042"
48158,ELECTIONDISTRICT,"054"
48159,ELECTIONDISTRICT,"055"
48160,ELECTIONDISTRICT,"031"
48161,ELECTIONDISTRICT,"034"
48162,ELECTIONDISTRICT,"032"
48163,ELECTIONDISTRICT,"033"
48164,ELECTIONDISTRICT,"030"
47961,ELECTIONDISTRICT,"035"
47962,ELECTIONDISTRICT,"036"
47963,ELECTIONDISTRICT,"044"
47964,ELECTIONDISTRICT,"056"
47965,ELECTIONDISTRICT,"021"
47966,ELECTIONDISTRICT,"022"
47967,ELECTIONDISTRICT,"045"
47968,ELECTIONDISTRICT,"045"
47969,ELECTIONDISTRICT,"052"
47970,ELECTIONDISTRICT,"053"
47971,ELECTIONDISTRICT,"011"
47972,ELECTIONDISTRICT,"004"
47973,ELECTIONDISTRICT,"006"
47974,ELECTIONDISTRICT,"049"
47975,ELECTIONDISTRICT,"024"
47976,ELECTIONDISTRICT,"025"
47977,ELECTIONDISTRICT,"005"
47978,ELECTIONDISTRICT,"048"
47979,ELECTIONDISTRICT,"049"
47980,ELECTIONDISTRICT,"009"
47981,ELECTIONDISTRICT,"037"
47982,ELECTIONDISTRICT,"038"
47983,ELECTIONDISTRICT,"091"
47984,ELECTIONDISTRICT,"027"
47985,ELECTIONDISTRICT,"020"
47986,ELECTIONDISTRICT,"021"
47987,ELECTIONDISTRICT,"071"
47988,ELECTIONDISTRICT,"072"
47989,ELECTIONDISTRICT,"051"
47990,ELECTIONDISTRICT,"042"
47991,ELECTIONDISTRICT,"026"
47992,ELECTIONDISTRICT,"052"
47993,ELECTIONDISTRICT,"057"
47994,ELECTIONDISTRICT,"014"
47995,ELECTIONDISTRICT,"030"
47996,ELECTIONDISTRICT,"096"
47997,ELECTIONDISTRICT,"031"
47998,ELECTIONDISTRICT,"048"
47999,ELECTIONDISTRICT,"041"
48000,ELECTIONDISTRICT,"035"
48001,ELECTIONDISTRICT,"042"
48002,ELECTIONDISTRICT,"013"
48003,ELECTIONDISTRICT,"050"
48004,ELECTIONDISTRICT,"008"
48005,ELECTIONDISTRICT,"009"
48006,ELECTIONDISTRICT,"010"
48007,ELECTIONDISTRICT,"011"
48008,ELECTIONDISTRICT,"036"
48009,ELECTIONDISTRICT,"053"
48010,ELECTIONDISTRICT,"033"
48011,ELECTIONDISTRICT,"052"
48012,ELECTIONDISTRICT,"035"
48013,ELECTIONDISTRICT,"008"
48014,ELECTIONDISTRICT,"045"
48015,ELECTIONDISTRICT,"032"
48016,ELECTIONDISTRICT,"034"
48017,ELECTIONDISTRICT,"101"
48018,ELECTIONDISTRICT,"003"
48019,ELECTIONDISTRICT,"002"
48020,ELECTIONDISTRICT,"034"
48021,ELECTIONDISTRICT,"039"
48022,ELECTIONDISTRICT,"010"
48023,ELECTIONDISTRICT,"011"
48024,ELECTIONDISTRICT,"007"
48025,ELECTIONDISTRICT,"058"
48026,ELECTIONDISTRICT,"060"
48027,ELECTIONDISTRICT,"008"
48028,ELECTIONDISTRICT,"009"
48029,ELECTIONDISTRICT,"001"
48030,ELECTIONDISTRICT,"045"
48031,ELECTIONDISTRICT,"049"
48032,ELECTIONDISTRICT,"001"
48033,ELECTIONDISTRICT,"024"
48034,ELECTIONDISTRICT,"031"
48035,ELECTIONDISTRICT,"048"
48036,ELECTIONDISTRICT,"049"
48037,ELECTIONDISTRICT,"050"
48038,ELECTIONDISTRICT,"060"
47786,ELECTIONDISTRICT,"106"
47787,ELECTIONDISTRICT,"020"
47788,ELECTIONDISTRICT,"017"
47789,ELECTIONDISTRICT,"021"
47790,ELECTIONDISTRICT,"073"
47791,ELECTIONDISTRICT,"011"
47792,ELECTIONDISTRICT,"012"
47793,ELECTIONDISTRICT,"022"
47794,ELECTIONDISTRICT,"026"
47795,ELECTIONDISTRICT,"003"
47796,ELECTIONDISTRICT,"051"
47797,ELECTIONDISTRICT,"068"
47798,ELECTIONDISTRICT,"056"
47799,ELECTIONDISTRICT,"025"
47800,ELECTIONDISTRICT,"003"
47801,ELECTIONDISTRICT,"033"
47802,ELECTIONDISTRICT,"088"
47803,ELECTIONDISTRICT,"011"
47804,ELECTIONDISTRICT,"010"
47805,ELECTIONDISTRICT,"081"
47806,ELECTIONDISTRICT,"069"
47807,ELECTIONDISTRICT,"087"
47808,ELECTIONDISTRICT,"046"
47809,ELECTIONDISTRICT,"050"
47810,ELECTIONDISTRICT,"008"
47811,ELECTIONDISTRICT,"011"
47812,ELECTIONDISTRICT,"055"
47813,ELECTIONDISTRICT,"028"
47814,ELECTIONDISTRICT,"067"
47815,ELECTIONDISTRICT,"037"
47816,ELECTIONDISTRICT,"038"
47817,ELECTIONDISTRICT,"078"
47818,ELECTIONDISTRICT,"079"
47819,ELECTIONDISTRICT,"047"
47820,ELECTIONDISTRICT,"007"
47821,ELECTIONDISTRICT,"008"
47822,ELECTIONDISTRICT,"013"
47823,ELECTIONDISTRICT,"008"
47824,ELECTIONDISTRICT,"009"
47825,ELECTIONDISTRICT,"010"
47826,ELECTIONDISTRICT,"025"
47827,ELECTIONDISTRICT,"009"
47828,ELECTIONDISTRICT,"010"
47829,ELECTIONDISTRICT,"027"
47830,ELECTIONDISTRICT,"028"
47831,ELECTIONDISTRICT,"004"
47832,ELECTIONDISTRICT,"005"
47833,ELECTIONDISTRICT,"006"
47834,ELECTIONDISTRICT,"041"
47835,ELECTIONDISTRICT,"064"
47836,ELECTIONDISTRICT,"016"
47837,ELECTIONDISTRICT,"020"
47838,ELECTIONDISTRICT,"021"
47839,ELECTIONDISTRICT,"012"
47840,ELECTIONDISTRICT,"038"
47841,ELECTIONDISTRICT,"074"
47842,ELECTIONDISTRICT,"075"
47843,ELECTIONDISTRICT,"037"
47844,ELECTIONDISTRICT,"004"
47845,ELECTIONDISTRICT,"042"
47846,ELECTIONDISTRICT,"008"
47847,ELECTIONDISTRICT,"011"
47848,ELECTIONDISTRICT,"063"
47849,ELECTIONDISTRICT,"021"
47850,ELECTIONDISTRICT,"022"
47851,ELECTIONDISTRICT,"058"
47852,ELECTIONDISTRICT,"061"
47853,ELECTIONDISTRICT,"037"
47854,ELECTIONDISTRICT,"090"
47855,ELECTIONDISTRICT,"104"
47856,ELECTIONDISTRICT,"003"
47857,ELECTIONDISTRICT,"036"
47858,ELECTIONDISTRICT,"055"
47859,ELECTIONDISTRICT,"058"
47860,ELECTIONDISTRICT,"059"
47861,ELECTIONDISTRICT,"046"
47862,ELECTIONDISTRICT,"049"
47863,ELECTIONDISTRICT,"056"
47864,ELECTIONDISTRICT,"067"
47865,ELECTIONDISTRICT,"068"
47866,ELECTIONDISTRICT,"068"
47867,ELECTIONDISTRICT,"077"
47868,ELECTIONDISTRICT,"080"
47869,ELECTIONDISTRICT,"072"
47870,ELECTIONDISTRICT,"041"
47871,ELECTIONDISTRICT,"043"
47872,ELECTIONDISTRICT,"044"
47873,ELECTIONDISTRICT,"036"
47874,ELECTIONDISTRICT,"003"
47875,ELECTIONDISTRICT,"058"
47876,ELECTIONDISTRICT,"065"
47877,ELECTIONDISTRICT,"066"
47878,ELECTIONDISTRICT,"057"
47879,ELECTIONDISTRICT,"060"
47880,ELECTIONDISTRICT,"071"
47881,ELECTIONDISTRICT,"006"
47882,ELECTIONDISTRICT,"007"
47883,ELECTIONDISTRICT,"008"
47884,ELECTIONDISTRICT,"012"
47885,ELECTIONDISTRICT,"067"
47886,ELECTIONDISTRICT,"004"
47887,ELECTIONDISTRICT,"005"
47888,ELECTIONDISTRICT,"044"
47889,ELECTIONDISTRICT,"042"
47890,ELECTIONDISTRICT,"061"
47891,ELECTIONDISTRICT,"003"
47892,ELECTIONDISTRICT,"042"
47893,ELECTIONDISTRICT,"031"
47894,ELECTIONDISTRICT,"030"
47895,ELECTIONDISTRICT,"060"
47896,ELECTIONDISTRICT,"065"
47897,ELECTIONDISTRICT,"064"
47898,ELECTIONDISTRICT,"018"
47899,ELECTIONDISTRICT,"002"
47900,ELECTIONDISTRICT,"007"
47901,ELECTIONDISTRICT,"098"
47902,ELECTIONDISTRICT,"101"
47903,ELECTIONDISTRICT,"001"
47904,ELECTIONDISTRICT,"023"
47905,ELECTIONDISTRICT,"043"
47906,ELECTIONDISTRICT,"041"
47907,ELECTIONDISTRICT,"042"
47908,ELECTIONDISTRICT,"066"
47909,ELECTIONDISTRICT,"079"
47910,ELECTIONDISTRICT,"018"
47911,ELECTIONDISTRICT,"017"
47912,ELECTIONDISTRICT,"038"
47913,ELECTIONDISTRICT,"039"
47914,ELECTIONDISTRICT,"012"
47915,ELECTIONDISTRICT,"001"
47916,ELECTIONDISTRICT,"025"
47917,ELECTIONDISTRICT,"073"
47918,ELECTIONDISTRICT,"024"
47919,ELECTIONDISTRICT,"069"
47920,ELECTIONDISTRICT,"068"
47921,ELECTIONDISTRICT,"053"
47922,ELECTIONDISTRICT,"063"
47923,ELECTIONDISTRICT,"005"
47924,ELECTIONDISTRICT,"005"
47598,ELECTIONDISTRICT,"035"
47599,ELECTIONDISTRICT,"114"
47600,ELECTIONDISTRICT,"019"
47601,ELECTIONDISTRICT,"030"
47602,ELECTIONDISTRICT,"013"
47603,ELECTIONDISTRICT,"012"
47604,ELECTIONDISTRICT,"051"
47605,ELECTIONDISTRICT,"050"
47606,ELECTIONDISTRICT,"036"
47607,ELECTIONDISTRICT,"046"
47608,ELECTIONDISTRICT,"063"
47609,ELECTIONDISTRICT,"021"
47610,ELECTIONDISTRICT,"049"
47611,ELECTIONDISTRICT,"052"
47612,ELECTIONDISTRICT,"009"
47613,ELECTIONDISTRICT,"010"
47614,ELECTIONDISTRICT,"011"
47615,ELECTIONDISTRICT,"012"
47616,ELECTIONDISTRICT,"044"
47617,ELECTIONDISTRICT,"065"
47618,ELECTIONDISTRICT,"087"
47619,ELECTIONDISTRICT,"086"
47620,ELECTIONDISTRICT,"083"
47621,ELECTIONDISTRICT,"084"
47622,ELECTIONDISTRICT,"044"
47623,ELECTIONDISTRICT,"065"
47624,ELECTIONDISTRICT,"095"
47625,ELECTIONDISTRICT,"014"
47626,ELECTIONDISTRICT,"012"
47627,ELECTIONDISTRICT,"013"
47628,ELECTIONDISTRICT,"090"
47629,ELECTIONDISTRICT,"092"
47630,ELECTIONDISTRICT,"094"
47631,ELECTIONDISTRICT,"061"
47632,ELECTIONDISTRICT,"074"
47633,ELECTIONDISTRICT,"091"
47634,ELECTIONDISTRICT,"093"
47635,ELECTIONDISTRICT,"013"
47636,ELECTIONDISTRICT,"062"
47637,ELECTIONDISTRICT,"003"
47638,ELECTIONDISTRICT,"046"
47639,ELECTIONDISTRICT,"048"
47640,ELECTIONDISTRICT,"049"
47641,ELECTIONDISTRICT,"073"
47642,ELECTIONDISTRICT,"074"
47643,ELECTIONDISTRICT,"075"
47644,ELECTIONDISTRICT,"051"
47645,ELECTIONDISTRICT,"060"
47646,ELECTIONDISTRICT,"019"
47647,ELECTIONDISTRICT,"026"
47648,ELECTIONDISTRICT,"082"
47649,ELECTIONDISTRICT,"088"
47650,ELECTIONDISTRICT,"019"
47651,ELECTIONDISTRICT,"005"
47652,ELECTIONDISTRICT,"007"
47653,ELECTIONDISTRICT,"042"
47654,ELECTIONDISTRICT,"042"
47655,ELECTIONDISTRICT,"045"
47656,ELECTIONDISTRICT,"046"
47657,ELECTIONDISTRICT,"016"
47658,ELECTIONDISTRICT,"017"
47659,ELECTIONDISTRICT,"018"
47660,ELECTIONDISTRICT,"073"
47661,ELECTIONDISTRICT,"067"
47662,ELECTIONDISTRICT,"091"
47663,ELECTIONDISTRICT,"065"
47664,ELECTIONDISTRICT,"075"
47665,ELECTIONDISTRICT,"014"
47666,ELECTIONDISTRICT,"029"
47667,ELECTIONDISTRICT,"016"
47668,ELECTIONDISTRICT,"012"
